1	77.778	83.429
2	77.819	83.392
3	77.793	83.417
4	77.778	83.440
5	77.736	83.415
6	77.772	83.383
7	77.741	83.430
8	77.789	83.429
9	77.775	83.391
10	77.770	83.459
11	77.765	83.414
12	77.770	83.445
13	77.795	83.430
14	77.788	83.424
15	77.768	83.453
16	77.761	83.424
17	77.762	83.414
18	77.771	83.437
19	77.741	83.426
20	77.799	83.403
21	77.764	83.387
22	77.746	83.439
23	77.787	83.432
24	77.761	83.426
25	77.788	83.382
26	77.768	83.432
27	77.762	83.441
28	77.775	83.425
29	77.767	83.451
30	77.788	83.438
31	77.754	83.488
32	77.760	83.441
33	77.794	83.421
34	77.798	83.405
35	77.790	83.416
36	77.759	83.365
37	77.744	83.420
38	77.733	83.456
39	77.731	83.430
40	77.726	83.407
41	77.744	83.415
42	77.750	83.482
43	77.809	83.449
44	77.794	83.432
45	77.752	83.421
46	77.751	83.439
47	77.768	83.432
48	77.749	83.418
49	77.722	83.423
50	77.777	83.461
51	77.771	83.392
52	77.746	83.449
53	77.754	83.417
54	77.738	83.430
55	77.792	83.430
56	77.792	83.423
57	77.817	83.404
58	77.747	83.450
59	77.779	83.455
60	77.760	83.393
61	77.773	83.460
62	77.754	83.430
63	77.759	83.432
64	77.747	83.457
65	77.758	83.425
66	77.747	83.393
67	77.799	83.414
68	77.793	83.409
69	77.787	83.417
70	77.768	83.439
71	77.766	83.438
72	77.758	83.433
73	77.735	83.442
74	77.776	83.430
75	77.749	83.365
76	77.784	83.426
77	77.767	83.403
78	77.766	83.405
79	77.772	83.433
80	77.777	83.503
81	77.761	83.460
82	77.750	83.420
83	77.766	83.447
84	77.733	83.472
85	77.769	83.441
86	77.771	83.460
87	77.796	83.412
88	77.785	83.393
89	77.778	83.363
90	77.756	83.379
91	77.817	83.413
92	77.802	83.443
93	77.766	83.448
94	77.758	83.473
95	77.759	83.443
96	77.775	83.439
97	77.733	83.425
98	77.765	83.418
99	77.757	83.442
100	77.761	83.446
101	77.816	83.399
102	77.779	83.389
103	77.751	83.407
104	77.792	83.428
105	77.741	83.423
106	77.757	83.433
107	77.788	83.453
108	77.742	83.474
109	77.771	83.454
110	77.768	83.425
111	77.759	83.442
112	77.757	83.406
113	77.811	83.444
114	77.775	83.447
115	77.769	83.404
116	77.760	83.431
117	77.763	83.425
118	77.787	83.434
119	77.763	83.432
120	77.752	83.428
121	77.750	83.411
122	77.773	83.439
123	77.753	83.444
124	77.756	83.423
125	77.753	83.439
126	77.736	83.465
127	77.751	83.423
128	77.767	83.402
129	77.778	83.402
130	77.781	83.425
131	77.789	83.420
132	77.761	83.376
133	77.762	83.440
134	77.751	83.463
135	77.752	83.404
136	77.784	83.458
137	77.794	83.470
138	77.759	83.471
139	77.760	83.410
140	77.738	83.369
141	77.750	83.396
142	77.762	83.448
143	77.765	83.439
144	77.775	83.374
145	77.790	83.400
146	77.813	83.406
147	77.759	83.467
148	77.777	83.433
149	77.790	83.477
150	77.753	83.474
151	77.763	83.475
152	77.737	83.404
153	77.785	83.412
154	77.763	83.441
155	77.747	83.428
156	77.781	83.437
157	77.782	83.454
158	77.764	83.491
159	77.756	83.489
160	77.784	83.483
161	77.770	83.463
162	77.747	83.500
163	77.777	83.426
164	77.774	83.418
165	77.793	83.442
166	77.771	83.433
167	77.775	83.464
168	77.756	83.424
169	77.787	83.439
170	77.751	83.507
171	77.734	83.424
172	77.732	83.452
173	77.742	83.470
174	77.734	83.498
175	77.745	83.482
176	77.773	83.456
177	77.803	83.437
178	77.805	83.414
179	77.755	83.401
180	77.756	83.445
181	77.770	83.470
182	77.760	83.420
183	77.753	83.507
184	77.732	83.447
185	77.738	83.458
186	77.752	83.479
187	77.758	83.427
188	77.769	83.428
189	77.753	83.426
190	77.803	83.475
191	77.776	83.453
192	77.772	83.456
193	77.776	83.451
194	77.749	83.392
195	77.748	83.407
196	77.737	83.407
197	77.745	83.440
198	77.751	83.400
199	77.790	83.423
200	77.762	83.480
201	77.784	83.432
202	77.770	83.460
203	77.747	83.463
204	77.781	83.452
205	77.764	83.417
206	77.752	83.484
207	77.781	83.438
208	77.768	83.422
209	77.749	83.437
210	77.800	83.458
211	77.769	83.461
212	77.761	83.476
213	77.784	83.518
214	77.815	83.501
215	77.752	83.491
216	77.771	83.457
217	77.767	83.510
218	77.769	83.492
219	77.787	83.433
220	77.804	83.492
221	77.810	83.403
222	77.831	83.399
223	77.832	83.458
224	77.839	83.387
225	77.822	83.459
226	77.830	83.448
227	77.837	83.420
228	77.824	83.480
229	77.827	83.444
230	77.796	83.491
231	77.840	83.473
232	77.837	83.404
233	77.862	83.395
234	77.811	83.444
235	77.821	83.460
236	77.796	83.500
237	77.838	83.482
238	77.828	83.466
239	77.819	83.451
240	77.827	83.454
241	77.867	83.426
242	77.843	83.431
243	77.850	83.421
244	77.847	83.437
245	77.875	83.464
246	77.838	83.413
247	77.848	83.370
248	77.865	83.421
249	77.870	83.430
250	77.867	83.413
251	77.827	83.461
252	77.857	83.433
253	77.879	83.418
254	77.859	83.442
255	77.886	83.407
256	77.886	83.391
257	77.840	83.411
258	77.922	83.424
259	77.881	83.432
260	77.869	83.421
261	77.907	83.432
262	77.850	83.452
263	77.884	83.435
264	77.900	83.417
265	77.848	83.455
266	77.914	83.464
267	77.858	83.450
268	77.903	83.457
269	77.878	83.503
270	77.880	83.501
271	77.912	83.495
272	77.929	83.512
273	77.910	83.555
274	77.886	83.554
275	77.958	83.593
276	77.954	83.553
277	77.978	83.570
278	77.973	83.544
279	77.967	83.533
280	77.927	83.563
281	77.944	83.583
282	77.979	83.599
283	77.914	83.506
284	77.928	83.566
285	77.948	83.539
286	77.912	83.524
287	77.905	83.483
288	77.946	83.507
289	77.963	83.484
290	77.899	83.466
291	77.966	83.444
292	77.894	83.476
293	77.905	83.484
294	77.864	83.457
295	77.895	83.456
296	77.902	83.416
297	77.900	83.445
298	77.901	83.445
299	77.944	83.450
300	77.982	83.424
301	77.885	83.402
302	77.902	83.414
303	77.902	83.375
304	77.874	83.393
305	77.826	83.421
306	77.855	83.411
307	77.869	83.409
308	77.893	83.429
309	77.865	83.376
310	77.868	83.372
311	77.863	83.441
312	77.883	83.436
313	77.893	83.374
314	77.890	83.433
315	77.883	83.444
316	77.858	83.426
317	77.897	83.421
318	77.897	83.402
319	77.847	83.363
320	77.844	83.451
321	77.864	83.389
322	77.886	83.376
323	77.873	83.343
324	77.909	83.366
325	77.887	83.392
326	77.857	83.430
327	77.882	83.354
328	77.845	83.383
329	77.823	83.393
330	77.818	83.377
331	77.869	83.345
332	77.861	83.387
333	77.858	83.378
334	77.860	83.317
335	77.854	83.348
336	77.852	83.378
337	77.841	83.333
338	77.831	83.410
339	77.878	83.399
340	77.879	83.346
341	77.859	83.402
342	77.843	83.345
343	77.828	83.375
344	77.846	83.337
345	77.818	83.350
346	77.862	83.334
347	77.862	83.333
348	77.856	83.327
349	77.836	83.324
350	77.843	83.314
351	77.860	83.347
352	77.866	83.405
353	77.838	83.349
354	77.848	83.360
355	77.818	83.379
356	77.845	83.374
357	77.860	83.380
358	77.874	83.332
359	77.864	83.362
360	77.825	83.367
361	77.858	83.358
362	77.884	83.334
363	77.832	83.337
364	77.826	83.337
365	77.854	83.386
366	77.853	83.374
367	77.861	83.356
368	77.820	83.353
369	77.859	83.359
370	77.867	83.323
371	77.841	83.340
372	77.838	83.403
373	77.876	83.355
374	77.867	83.317
375	77.837	83.374
376	77.846	83.347
377	77.852	83.408
378	77.880	83.374
379	77.870	83.364
380	77.832	83.351
381	77.867	83.349
